"vaccine","var","char","coef","hr","ci_low","ci_upp"
"HepB-D3","Mother's Marital Status","Widowed/Divorced/Not living together","-0.180216694509627","0.835089232551675","0.671137810834678","1.03909214332067"
"HepB-D3","Husband's Occupation","No work",NA,"1","1","1"
"HepB-D3","Husband's Occupation","Prof/Manager/Clerical/Sales","0.23281277685405","1.26214515441875","1.2148184042286","1.31131565448605"
"HepB-D3","Husband's Occupation","Agricultural","0.191163665098918","1.21065757825999","1.16690682845627","1.25604867162988"
"HepB-D3","Husband's Occupation","Household","0.273010781389406","1.31391441057128","1.2620716391478","1.36788675441007"
"HepB-D3","Husband's Occupation","Manual","0.289523140835832","1.33579035225465","1.28691257717818","1.38652453695738"
"Hib-D1","Sex at birth","Male",NA,"1","1","1"
"Hib-D1","Sex at birth","Female","-0.0100633096824223","0.989987155992686","0.974974568524641","1.00523090619027"
"Hib-D1","Urban/Rural","Urban",NA,"1","1","1"
"Hib-D1","Urban/Rural","Rural","-0.071546866700757","0.930952645893359","0.912316074074899","0.949969921087562"
"Hib-D1","Wealth Quintile","Poorest",NA,"1","1","1"
"Hib-D1","Wealth Quintile","Poor","0.164845820025229","1.17921129392733","1.15228873650481","1.20676288127543"
"Hib-D1","Wealth Quintile","Middle","0.268784760401666","1.30837349695112","1.27706588926486","1.34044861891152"
"Hib-D1","Wealth Quintile","Rich","0.322658719228217","1.38079403203124","1.34408994366288","1.41850042691139"
"Hib-D1","Wealth Quintile","Richest","0.391230302637114","1.47879904551887","1.43144487196768","1.52771976053918"
"Hib-D1","Mother's Education","None",NA,"1","1","1"
"Hib-D1","Mother's Education","Primary","0.370331132651661","1.44821408624515","1.41597662250815","1.48118549858812"
"Hib-D1","Mother's Education","Secondary","0.573287969973568","1.77409062903181","1.73094634103046","1.81831029963919"
"Hib-D1","Mother's Education","Higher","0.692255348974559","1.99821713195641","1.92363142325987","2.07569478132023"
"Hib-D1","Mother's Marital Status","Not married",NA,"1","1","1"
"Hib-D1","Mother's Marital Status","Married/Living together","-0.16282344173692","0.849741204002","0.707276370207858","1.02090235754174"
"Hib-D1","Mother's Marital Status","Widowed/Divorced/Not living together","-0.155323670728192","0.856138025814844","0.681022253243923","1.07628247939735"
"Hib-D1","Husband's Occupation","No work",NA,"1","1","1"
"Hib-D1","Husband's Occupation","Prof/Manager/Clerical/Sales","0.228054985148254","1.25615439336902","1.20977801192626","1.30430859581243"
"Hib-D1","Husband's Occupation","Agricultural","0.175573536639691","1.19192963592875","1.14972072078213","1.23568813828003"
"Hib-D1","Husband's Occupation","Household","0.244955902959276","1.27756497512799","1.22539002679111","1.33196144083847"
"Hib-D1","Husband's Occupation","Manual","0.285566194765373","1.33051514560646","1.2828005622972","1.38000450320822"
"Hib-D2","Sex at birth","Male",NA,"1","1","1"
"Hib-D2","Sex at birth","Female","-0.00790238976443646","0.992128752032028","0.976836718703247","1.00766017673385"
"Hib-D2","Urban/Rural","Urban",NA,"1","1","1"
"Hib-D2","Urban/Rural","Rural","-0.0311536579200776","0.969326616920341","0.949498833778156","0.989568451107506"
"Hib-D2","Wealth Quintile","Poorest",NA,"1","1","1"
"Hib-D2","Wealth Quintile","Poor","0.170750312699938","1.1861945343321","1.15856304923266","1.21448502454077"
"Hib-D2","Wealth Quintile","Middle","0.262630094042196","1.30034562438367","1.26864948841866","1.33283366153517"
"Hib-D2","Wealth Quintile","Rich","0.325156464235663","1.38424721422006","1.34686406962396","1.42266795387227"
"Hib-D2","Wealth Quintile","Richest","0.389579246614094","1.47635947993184","1.4284438610317","1.52588237693174"
"Hib-D2","Mother's Education","None",NA,"1","1","1"
"Hib-D2","Mother's Education","Primary","0.359607359559178","1.43276674193841","1.4003073931271","1.4659785036345"
"Hib-D2","Mother's Education","Secondary","0.576084634919886","1.77905911045618","1.73517455300667","1.82405355876896"
"Hib-D2","Mother's Education","Higher","0.709034568447464","2.0320285269021","1.95548967909461","2.11156314363965"
"Hib-D2","Mother's Marital Status","Not married",NA,"1","1","1"
"Hib-D2","Mother's Marital Status","Married/Living together","-0.0382740549809561","0.962449140764038","0.798639896785665","1.15985734282197"
"Hib-D2","Mother's Marital Status","Widowed/Divorced/Not living together","0.0432183589116964","1.04416587288282","0.828069031553654","1.31665637591532"
"Hib-D2","Husband's Occupation","No work",NA,"1","1","1"
"Hib-D2","Husband's Occupation","Prof/Manager/Clerical/Sales","0.238499264849697","1.26934277287834","1.22175379324513","1.31878540829314"
"Hib-D2","Husband's Occupation","Agricultural","0.196324056864015","1.21692119311063","1.17309294687533","1.26238691843331"
"Hib-D2","Husband's Occupation","Household","0.253698953863599","1.28878376248914","1.23534530438276","1.34453385669813"
"Hib-D2","Husband's Occupation","Manual","0.296880569015523","1.34565457699977","1.29663770298993","1.39652443888136"
"Hib-D3","Sex at birth","Male",NA,"1","1","1"
"Hib-D3","Sex at birth","Female","-0.00265420856729699","0.997349310729924","0.981626890990672","1.01332355169038"
"Hib-D3","Urban/Rural","Urban",NA,"1","1","1"
"Hib-D3","Urban/Rural","Rural","-0.00747554421061813","0.992552328173014","0.971822725226274","1.01372410686557"
"Hib-D3","Wealth Quintile","Poorest",NA,"1","1","1"
"Hib-D3","Wealth Quintile","Poor","0.17657739758776","1.1931267683198","1.16461842826814","1.22233295535102"
"Hib-D3","Wealth Quintile","Middle","0.263549284671233","1.3015414394029","1.26908617321825","1.33482670777758"
"Hib-D3","Wealth Quintile","Rich","0.318442173858622","1.37498410885945","1.33702753588755","1.41401822241529"
"Hib-D3","Wealth Quintile","Richest","0.401644576098465","1.49428013540582","1.44487660498361","1.54537288192424"
"Hib-D3","Mother's Education","None",NA,"1","1","1"
"Hib-D3","Mother's Education","Primary","0.349565874951483","1.4184516295275","1.38548939753126","1.45219806726367"
"Hib-D3","Mother's Education","Secondary","0.579534913088012","1.78520796078695","1.74018588732419","1.83139484492519"
"Hib-D3","Mother's Education","Higher","0.710813968641766","2.03564753773709","1.95761901069827","2.11678619550031"
"Hib-D3","Mother's Marital Status","Not married",NA,"1","1","1"
"Hib-D3","Mother's Marital Status","Married/Living together","-0.0813977100150289","0.921826998701246","0.761790479732171","1.11548390028884"
"Hib-D3","Mother's Marital Status","Widowed/Divorced/Not living together","-0.0550594520653663","0.946428879129265","0.745982211727589","1.20073590116244"
"Hib-D3","Husband's Occupation","No work",NA,"1","1","1"
"Hib-D3","Husband's Occupation","Prof/Manager/Clerical/Sales","0.217036903303138","1.24238994958472","1.19479176207268","1.29188435661078"
"Hib-D3","Husband's Occupation","Agricultural","0.196383082555329","1.21699302484526","1.17218514608569","1.26351372687823"
"Hib-D3","Husband's Occupation","Household","0.225854725546473","1.25339356598597","1.2003885062332","1.3087391482819"
"Hib-D3","Husband's Occupation","Manual","0.282981397333209","1.32708047435166","1.2777127385552","1.3783556602847"
"PCV-D1","Sex at birth","Male",NA,"1","1","1"
"PCV-D1","Sex at birth","Female","-0.0020694993714539","0.997932640565916","0.981951510530482","1.01417386136395"
"PCV-D1","Urban/Rural","Urban",NA,"1","1","1"
"PCV-D1","Urban/Rural","Rural","-0.0249029628314841","0.975404557932632","0.95459374168058","0.996669064643952"
"PCV-D1","Wealth Quintile","Poorest",NA,"1","1","1"
"PCV-D1","Wealth Quintile","Poor","0.149143994974296","1.16084013231993","1.13275154057847","1.18962523071598"
"PCV-D1","Wealth Quintile","Middle","0.243651465904768","1.27589955848663","1.24342091779976","1.30922655397095"
"PCV-D1","Wealth Quintile","Rich","0.304090613382583","1.35539186716723","1.31700996718665","1.39489233897554"
"PCV-D1","Wealth Quintile","Richest","0.392675502759304","1.48093775113671","1.43034344441822","1.53332168669038"
"PCV-D1","Mother's Education","None",NA,"1","1","1"
"PCV-D1","Mother's Education","Primary","0.336116050708393","1.39950142851939","1.36774471016952","1.43199548414635"
"PCV-D1","Mother's Education","Secondary","0.511812591492418","1.66831242489891","1.62606241579144","1.71166021675584"
"PCV-D1","Mother's Education","Higher","0.67108865982291","1.9563659787734","1.87430517284198","2.04201956989674"
"PCV-D1","Mother's Marital Status","Not married",NA,"1","1","1"
"PCV-D1","Mother's Marital Status","Married/Living together","-0.205723248005689","0.814058337379109","0.675090151415982","0.981633305220739"
"PCV-D1","Mother's Marital Status","Widowed/Divorced/Not living together","-0.301096403922248","0.740006429785573","0.605356340194372","0.90460688980008"
"PCV-D1","Husband's Occupation","No work",NA,"1","1","1"
"PCV-D1","Husband's Occupation","Prof/Manager/Clerical/Sales","0.273397866177155","1.31442310529966","1.25987841390522","1.37132923358078"
"PCV-D1","Husband's Occupation","Agricultural","0.225386839476813","1.25280725777006","1.20347050857548","1.3041665864992"
"PCV-D1","Husband's Occupation","Household","0.286776683736102","1.33212669470002","1.2707990181307","1.39641399262546"
"PCV-D1","Husband's Occupation","Manual","0.298025654210106","1.34719634869442","1.29323422327955","1.40341012421789"
"PCV-D2","Sex at birth","Male",NA,"1","1","1"
"PCV-D2","Sex at birth","Female","-0.00328103384052437","0.996724342869011","0.98034982858147","1.01337235617735"
"PCV-D2","Urban/Rural","Urban",NA,"1","1","1"
"PCV-D2","Urban/Rural","Rural","0.00837746463375006","1.00841265378725","0.986286872837691","1.03103479152317"
"PCV-D2","Wealth Quintile","Poorest",NA,"1","1","1"
"PCV-D2","Wealth Quintile","Poor","0.150382493072947","1.1622787212776","1.1332830692758","1.19201624250679"
"PCV-D2","Wealth Quintile","Middle","0.237786576906309","1.26843844987641","1.23522226475689","1.30254784667562"
"PCV-D2","Wealth Quintile","Rich","0.299446076996847","1.3491112967823","1.30998528032389","1.38940591046612"
"PCV-D2","Wealth Quintile","Richest","0.387151739713714","1.47277995352717","1.42133685538457","1.52608495536732"
"PCV-D2","Mother's Education","None",NA,"1","1","1"
"PCV-D2","Mother's Education","Primary","0.32689503783923","1.38665592313966","1.35441046030763","1.41966907782268"
"PCV-D2","Mother's Education","Secondary","0.506993119648902","1.66029138425629","1.61744732861167","1.70427032267057"
"PCV-D2","Mother's Education","Higher","0.678698076216721","1.97130956600667","1.88742179095455","2.05892579160276"
"PCV-D2","Mother's Marital Status","Not married",NA,"1","1","1"
"PCV-D2","Mother's Marital Status","Married/Living together","-0.123862691655765","0.883501144633851","0.730300346005353","1.06884006948506"
"PCV-D2","Mother's Marital Status","Widowed/Divorced/Not living together","-0.18626207317545","0.830056031054483","0.67513274479631","1.02052969582714"
"PCV-D2","Husband's Occupation","No work",NA,"1","1","1"
"PCV-D2","Husband's Occupation","Prof/Manager/Clerical/Sales","0.286171602313244","1.33132089339645","1.27497250255519","1.39015964473101"
"PCV-D2","Husband's Occupation","Agricultural","0.255377760231262","1.29094919804106","1.23920296057015","1.34485623820337"
"PCV-D2","Husband's Occupation","Household","0.31339822148477","1.36806621592756","1.30383061541455","1.43546650081329"
"PCV-D2","Husband's Occupation","Manual","0.322114916891233","1.38004335713761","1.32378000826397","1.43869801303108"
"PCV-D3","Sex at birth","Male",NA,"1","1","1"
"PCV-D3","Sex at birth","Female","-0.00859535796827404","0.991441476510302","0.974354898636358","1.00882768970588"
"PCV-D3","Urban/Rural","Urban",NA,"1","1","1"
"PCV-D3","Urban/Rural","Rural","0.0311019550485086","1.03159067440235","1.0077556105885","1.05598947634977"
"PCV-D3","Wealth Quintile","Poorest",NA,"1","1","1"
"PCV-D3","Wealth Quintile","Poor","0.166732637962384","1.18143835131361","1.15037888660819","1.2133364009053"
"PCV-D3","Wealth Quintile","Middle","0.246719870488188","1.27982054705314","1.24462932369523","1.31600678328585"
"PCV-D3","Wealth Quintile","Rich","0.325094946180163","1.38416206064238","1.3421463984787","1.42749301588366"
"PCV-D3","Wealth Quintile","Richest","0.395611397382791","1.48529201702327","1.43117344372978","1.54145703688001"
"PCV-D3","Mother's Education","None",NA,"1","1","1"
"PCV-D3","Mother's Education","Primary","0.318462337173989","1.37501183337717","1.34151319311879","1.40934696104761"
"PCV-D3","Mother's Education","Secondary","0.512246895132358","1.66903713641864","1.62428193640334","1.71502551392826"
"PCV-D3","Mother's Education","Higher","0.661907935919517","1.9384873179687","1.85289080707894","2.02803806223719"
"PCV-D3","Mother's Marital Status","Not married",NA,"1","1","1"
"PCV-D3","Mother's Marital Status","Married/Living together","-0.169846754101422","0.843794114676249","0.69494260540956","1.02452850410959"
"PCV-D3","Mother's Marital Status","Widowed/Divorced/Not living together","-0.211447142747324","0.809412063219986","0.649764832936711","1.00828462064497"
"PCV-D3","Husband's Occupation","No work",NA,"1","1","1"
"PCV-D3","Husband's Occupation","Prof/Manager/Clerical/Sales","0.280383866421391","1.32363781493987","1.26569810059453","1.38422982883187"
"PCV-D3","Husband's Occupation","Agricultural","0.265960162929392","1.30468308289956","1.25052397519216","1.36118777454285"
"PCV-D3","Husband's Occupation","Household","0.305263326935938","1.35698228595053","1.2910696849085","1.42625990363489"
"PCV-D3","Husband's Occupation","Manual","0.322109952473555","1.38003650604298","1.32186761331122","1.4407651256699"
"RV-D1","Sex at birth","Male",NA,"1","1","1"
"RV-D1","Sex at birth","Female","-0.00174091601473908","0.998260598500537","0.98176681341991","1.01503148089446"
"RV-D1","Urban/Rural","Urban",NA,"1","1","1"
"RV-D1","Urban/Rural","Rural","0.000379966901020953","1.00038003909759","0.977718467288568","1.02356686112335"
"RV-D1","Wealth Quintile","Poorest",NA,"1","1","1"
"RV-D1","Wealth Quintile","Poor","0.106041657248996","1.11186819291198","1.08508708837869","1.13931028361652"
"RV-D1","Wealth Quintile","Middle","0.151744996160505","1.16386340894972","1.13378479213681","1.19473999306263"
"RV-D1","Wealth Quintile","Rich","0.21597945906706","1.24107688586176","1.2046805128131","1.27857288321496"
"RV-D1","Wealth Quintile","Richest","0.270193286742264","1.31021767396597","1.26322628046513","1.35895712408762"
"RV-D1","Mother's Education","None",NA,"1","1","1"
"RV-D1","Mother's Education","Primary","0.217400069204148","1.24284122518917","1.21357929308814","1.2728087236056"
"RV-D1","Mother's Education","Secondary","0.352150026067639","1.42212186306576","1.38416583016735","1.46111871087377"
"RV-D1","Mother's Education","Higher","0.439145384287595","1.55138081738798","1.48484939428683","1.62089330394034"
"RV-D1","Mother's Marital Status","Not married",NA,"1","1","1"
"RV-D1","Mother's Marital Status","Married/Living together","-0.243400218819373","0.783957696354254","0.573220066087535","1.07217054327476"
"RV-D1","Mother's Marital Status","Widowed/Divorced/Not living together","-0.334602296912715","0.715622635097162","0.521123130895396","0.982715457253809"
"RV-D1","Husband's Occupation","No work",NA,"1","1","1"
"RV-D1","Husband's Occupation","Prof/Manager/Clerical/Sales","0.302469912474862","1.35319696146107","1.29356869077294","1.41557385361061"
"RV-D1","Husband's Occupation","Agricultural","0.275682919536413","1.31743006645686","1.26242031354828","1.37483686009949"
"RV-D1","Husband's Occupation","Household","0.331502847732008","1.39306011333456","1.32801662445002","1.46128929686206"
"RV-D1","Husband's Occupation","Manual","0.308366341577558","1.36119956160239","1.30319777468465","1.42178285023155"
"RV-D2","Sex at birth","Male",NA,"1","1","1"
"RV-D2","Sex at birth","Female","-0.00417159236220111","0.995837096642689","0.978774725423302","1.01319690557074"
"RV-D2","Urban/Rural","Urban",NA,"1","1","1"
"RV-D2","Urban/Rural","Rural","0.0269504767875014","1.02731692546929","1.00296864152225","1.05225629363037"
"RV-D2","Wealth Quintile","Poorest",NA,"1","1","1"
"RV-D2","Wealth Quintile","Poor","0.105970525732257","1.11178910685379","1.08385371739951","1.1404445067407"
"RV-D2","Wealth Quintile","Middle","0.160320237873951","1.17388673379774","1.14238505740079","1.20625708018418"
"RV-D2","Wealth Quintile","Rich","0.223467065908407","1.25040445866336","1.21238206837045","1.28961929661886"
"RV-D2","Wealth Quintile","Richest","0.291559540957898","1.33851332748358","1.28866222209976","1.39029289221491"
"RV-D2","Mother's Education","None",NA,"1","1","1"
"RV-D2","Mother's Education","Primary","0.215709331096661","1.24074168155754","1.21062037808263","1.27161242964734"
"RV-D2","Mother's Education","Secondary","0.361372943172839","1.43529864590653","1.39585623251422","1.47585557520525"
"RV-D2","Mother's Education","Higher","0.469076566452265","1.59851738687437","1.52684035052854","1.67355927897446"
"RV-D2","Mother's Marital Status","Not married",NA,"1","1","1"
"RV-D2","Mother's Marital Status","Married/Living together","-0.204659356144517","0.814924868284622","0.593594329299214","1.11878181473319"
"RV-D2","Mother's Marital Status","Widowed/Divorced/Not living together","-0.312512759519923","0.731606293942003","0.53014473237749","1.00962574302149"
"RV-D2","Husband's Occupation","No work",NA,"1","1","1"
"RV-D2","Husband's Occupation","Prof/Manager/Clerical/Sales","0.304009328385426","1.35528169862075","1.2940924591399","1.41936418039028"
"RV-D2","Husband's Occupation","Agricultural","0.296252298294078","1.3448094071534","1.28740101960938","1.40477777632723"
"RV-D2","Husband's Occupation","Household","0.351479221396176","1.42116821696752","1.35322881189413","1.49251854761474"
"RV-D2","Husband's Occupation","Manual","0.323190966670053","1.38152915173793","1.32131778587165","1.44448430007521"
"RV-D3","Sex at birth","Male",NA,"1","1","1"
"RV-D3","Sex at birth","Female","-0.00685925627621045","0.993164214726918","0.955327634740769","1.03249934529717"
"RV-D3","Urban/Rural","Urban",NA,"1","1","1"
"RV-D3","Urban/Rural","Rural","0.0812453333720617","1.08463696157136","1.02926025549317","1.14299306917574"
"RV-D3","Wealth Quintile","Poorest",NA,"1","1","1"
"RV-D3","Wealth Quintile","Poor","0.00874131027545081","1.00877962709314","0.952665104893847","1.06819944470577"
"RV-D3","Wealth Quintile","Middle","0.0682190147104306","1.07059975990008","1.00855528539364","1.13646109687558"
"RV-D3","Wealth Quintile","Rich","0.130771986280405","1.13970788264931","1.06763576458424","1.21664532124288"
"RV-D3","Wealth Quintile","Richest","0.331901035198977","1.39361492286419","1.28709422295865","1.50895134061383"
"RV-D3","Mother's Education","None",NA,"1","1","1"
"RV-D3","Mother's Education","Primary","0.0945317275583917","1.09914403573635","1.02430449186087","1.17945163854547"
"RV-D3","Mother's Education","Secondary","0.239198430154786","1.27023056362548","1.19566768394396","1.34944324952076"
"RV-D3","Mother's Education","Higher","0.324549670253601","1.38340751612842","1.27505943168439","1.50096247133548"
"RV-D3","Mother's Marital Status","Not married",NA,"1","1","1"
"RV-D3","Mother's Marital Status","Married/Living together","-1.44079716596822","0.23673896319664","0.0591278581323246","0.9478668510196"
"RV-D3","Mother's Marital Status","Widowed/Divorced/Not living together","-1.84225455146501","0.158459767377726","0.0384393016763198","0.653224610812105"
"RV-D3","Husband's Occupation","No work",NA,"1","1","1"
"RV-D3","Husband's Occupation","Prof/Manager/Clerical/Sales","0.204364615798716","1.22674536266171","1.11865282421169","1.34528260443316"
"RV-D3","Husband's Occupation","Agricultural","0.259322310852723","1.29605146896973","1.18422364765592","1.41843934086565"
"RV-D3","Husband's Occupation","Household","0.329855416995663","1.3907670326507","1.26932381581264","1.52382939247831"
"RV-D3","Husband's Occupation","Manual","0.244168059428721","1.27655885021401","1.16236341438981","1.40197332253028"
